Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Bathroom,Point Of Contact,Size-binned,Rent-binned,Furnished,Semi-Furnished,Unfurnished,Bachelors,Bachelors/Family,Family
2022-05-17,3,85000.0,3500,Ground out of 1,Carpet Area,T Nagar,Chennai,3,Contact Agent,Compact,Low,0,1,0,0,1,0
2022-06-18,1,6000.0,350,Ground out of 2,Super Area,Maduravoyal,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-03,2,14000.0,800,2 out of 2,Carpet Area,Choolaimedu High Road,Chennai,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-01,2,11500.0,700,Ground out of 2,Super Area,"Paddy field street,Perambur",Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,1,6000.0,550,Ground out of 2,Super Area,"Vimalapuram, Manali",Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,3,24000.0,2100,Ground out of 2,Super Area,Nanmangalam,Chennai,4,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-08,3,32000.0,1700,2 out of 2,Super Area,Perumbakkam,Chennai,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-17,3,16000.0,1420,Ground out of 1,Carpet Area,"Rajakipakkam, Sembakkam",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-08,2,13000.0,950,1 out of 2,Carpet Area,Duraisamy Nagar,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,2,14000.0,780,2 out of 2,Super Area,Pallikaranai,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-23,1,7500.0,800,1 out of 2,Carpet Area,Jalladian Pet,Chennai,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-25,2,10000.0,500,2 out of 4,Super Area,Koyambedu,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-29,2,18500.0,1000,25 out of 32,Super Area,Semmancheri,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-10,2,12000.0,750,2 out of 2,Super Area,Royapettah,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-22,2,17000.0,1200,2 out of 2,Carpet Area,Cmbt,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-19,3,35000.0,1152,10 out of 14,Carpet Area,Vadapalani,Chennai,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-25,2,9000.0,843,2 out of 3,Super Area,Kovur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,2,13000.0,900,1 out of 3,Super Area,Semmancheri,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-10,2,27999.0,1250,2 out of 4,Carpet Area,Nandambakkam,Chennai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-05-13,2,11000.0,650,2 out of 2,Super Area,Kodambakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,4,140000.0,2600,2 out of 2,Carpet Area,Ranjith Road,Chennai,4,Contact Agent,Small,Low,0,1,0,0,1,0
2022-04-28,1,12000.0,700,Ground out of 2,Super Area,Indra Nagar,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-22,2,13000.0,720,1 out of 2,Carpet Area,"Sakthi Nagar, Adambakkam",Chennai,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-07-06,4,250000.0,3500,1 out of 4,Carpet Area,"Poes Garden, Teynampet",Chennai,4,Contact Agent,Compact,Low,0,1,0,0,1,0
2022-07-05,4,80000.0,3000,1 out of 2,Carpet Area,"Egmore, PH Road",Chennai,4,Contact Agent,Compact,Low,0,0,1,1,0,0
2022-07-10,2,22999.0,1144,1 out of 1,Carpet Area,Iyyappanthangal,Chennai,2,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-19,3,36000.0,1750,1 out of 4,Carpet Area,Anna Nagar,Chennai,3,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-25,3,70000.0,1450,Ground out of 2,Super Area,Madipakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-18,2,12500.0,590,1 out of 2,Super Area,Choolaimedu,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-01,2,18000.0,900,2 out of 2,Super Area,Anna Nagar West Extension,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-25,2,10000.0,800,1 out of 2,Super Area,Ramapuram,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-22,2,18000.0,1000,1 out of 3,Super Area,Sholinganallur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-19,3,37000.0,1650,2 out of 14,Super Area,Vadapalani,Chennai,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-01,2,18000.0,700,Ground out of 1,Carpet Area,Thiruvanmiyur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-25,3,25000.0,1280,1 out of 1,Super Area,"MAHA BUILDERS, SAIMAA CASTLE, VELACHERY",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-11,2,10000.0,700,Ground out of 2,Super Area,"Zamin Pallavaram, Pallavaram",Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-01,2,15000.0,980,1 out of 4,Super Area,Purasaiwakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-22,2,15000.0,900,2 out of 2,Carpet Area,Ramapuram,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,1,9000.0,450,1 out of 1,Super Area,Virugambakkam,Chennai,1,Contact Owner,Small,Low,0,0,1,0,0,1
2022-07-06,2,14000.0,1200,2 out of 4,Super Area,Porur,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,2,8500.0,650,1 out of 2,Super Area,Jalladian Pet,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-19,3,35000.0,1903,6 out of 11,Super Area,Old Mahabalipuram Road,Chennai,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-29,2,10000.0,650,2 out of 3,Super Area,Arcot Road Virugambakkam,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-30,1,5000.0,450,2 out of 2,Carpet Area,Housing Board,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-10,2,23000.0,900,3 out of 5,Carpet Area,besant nagar Chennai,Chennai,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-14,2,15000.0,550,2 out of 3,Super Area,Ashok Nagar,Chennai,1,Contact Owner,Small,Low,0,0,1,0,0,1
2022-06-14,2,18500.0,750,Ground out of 3,Super Area,"Adyar, Sardar Patel Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-17,2,28000.0,1000,2 out of 4,Super Area,Velachery,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-19,3,32000.0,1050,4 out of 12,Carpet Area,Vadapalani,Chennai,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-01,1,14000.0,650,1 out of 3,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,2,Contact Owner,Small,Low,1,0,0,0,0,1
2022-06-02,1,7000.0,400,1 out of 3,Super Area,Injambakkam,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-19,3,33000.0,1075,7 out of 12,Carpet Area,Vadapalani,Chennai,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-27,3,100000.0,2000,3 out of 14,Carpet Area,Alwarpet,Chennai,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-29,2,18000.0,720,4 out of 5,Super Area,Kasturibai Nagar,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-16,3,16000.0,1000,1 out of 3,Carpet Area,Ponniammanmedu,Chennai,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-02,1,8500.0,500,Ground out of 2,Super Area,Ayanavaram,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-25,2,10000.0,900,Ground out of 3,Super Area,Nandivaram-Guduvancheri,Chennai,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-15,2,13500.0,900,5 out of 7,Super Area,"Singaperumal Koil, Tiruchi Chennai Highway",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,2,19000.0,900,1 out of 3,Super Area,Kodambakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,1,11500.0,1000,1 out of 2,Super Area,Ayappakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,3,22000.0,1300,1 out of 3,Super Area,Jawahar Nagar,Chennai,3,Contact Owner,Small,Low,0,1,0,0,0,1
2022-05-27,3,12000.0,1383,2 out of 4,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,3,Contact Owner,Small,Low,0,1,0,1,0,0
2022-06-04,2,10000.0,800,Ground out of 1,Carpet Area,Guduvancheri,Chennai,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-01,2,15000.0,1500,1 out of 1,Carpet Area,Madambakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-21,3,35000.0,1350,Ground out of 2,Carpet Area,Anna Nagar West Extension,Chennai,2,Contact Agent,Small,Low,0,1,0,1,0,0
2022-06-06,3,70000.0,2000,3 out of 4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-06-21,3,32000.0,1200,Ground out of 4,Carpet Area,Anna Nagar West Extension,Chennai,2,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-14,3,35000.0,1912,1 out of 4,Carpet Area,Alwarthirunagar,Chennai,3,Contact Agent,Small,Low,0,0,1,1,0,0
2022-07-10,1,10000.0,500,1 out of 2,Carpet Area,Old Washermanpet,Chennai,1,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-05,2,11000.0,950,1 out of 1,Super Area,"Iyyappanthangal Bus Stop, Iyyappanthangal, PH Road",Chennai,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-17,2,12000.0,1000,1 out of 1,Carpet Area,Kolathur,Chennai,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-06,3,40000.0,1600,11 out of 16,Carpet Area,Prestige Bellavista,Chennai,3,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-16,2,8000.0,900,Ground out of 2,Super Area,Sithalapakkam,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-16,3,20000.0,1265,1 out of 3,Super Area,Adambakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-24,3,12000.0,1060,3 out of 4,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-16,2,15000.0,1050,1 out of 2,Super Area,Medavakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-10,3,27000.0,1500,2 out of 4,Carpet Area,Perungudi,Chennai,3,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-12,2,13000.0,890,1 out of 2,Carpet Area,Oliyas Green court,Chennai,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-10,2,9000.0,700,1 out of 2,Carpet Area,Keelkattalai,Chennai,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-02,3,25000.0,1146,1 out of 2,Carpet Area,Chinna Porur,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,1,12000.0,700,1 out of 2,Super Area,Thiruvanmiyur,Chennai,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-09,2,18000.0,800,Ground out of 2,Carpet Area,Anna Nagar East,Chennai,2,Contact Agent,Small,Low,0,1,0,1,0,0
2022-07-05,2,9500.0,640,Ground out of 1,Carpet Area,Mogappair West,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-04,2,14000.0,909,5 out of 14,Super Area,Mahindra World City,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-25,4,40000.0,2400,Ground out of 2,Carpet Area,"Palavakkam, E Coast Road",Chennai,3,Contact Agent,Small,Low,0,0,1,1,0,0
2022-06-25,4,70000.0,3800,Ground out of 1,Carpet Area,Injambakkam,Chennai,4,Contact Agent,Compact,Low,0,1,0,0,1,0
2022-05-16,2,15000.0,400,1 out of 3,Super Area,Periyamet,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-06,2,8500.0,886,2 out of 3,Super Area,Pallavan Nagar-Thiruverkadu,Chennai,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-05-25,3,27500.0,1570,4 out of 5,Super Area,Sholinganallur,Chennai,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,2,15000.0,900,1 out of 2,Super Area,Kolathur,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-16,1,5000.0,400,Ground out of 2,Super Area,Medavakkam,Chennai,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-16,2,26000.0,1600,Ground out of 2,Super Area,Madipakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-16,2,14000.0,1000,2 out of 3,Super Area,"Chromepet, GST Road",Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-12,2,20000.0,850,Ground out of 4,Super Area,Velachery,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-06,2,12000.0,750,Ground out of 3,Super Area,Andal Nagar,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-14,2,17000.0,750,1 out of 2,Super Area,Kamarajar Salai,Chennai,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-14,3,75000.0,2000,3 out of 4,Carpet Area,Deepa Appartment Turnbulls,Chennai,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,3,19500.0,1270,1 out of 2,Super Area,Madipakkam,Chennai,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-06-28,2,10000.0,2000,1 out of 2,Carpet Area,Sadhanadhapuram,Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-02,2,32000.0,1250,3 out of 7,Super Area,Nungambakkam,Chennai,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-16,2,15000.0,1000,Ground out of 2,Super Area,Velachery,Chennai,2,Contact Owner,Small,Low,0,0,1,0,0,1
2022-07-10,3,28000.0,1050,5 out of 10,Carpet Area,Pallavaram,Chennai,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-22,2,10677.0,800,5 out of 6,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-01,3,50000.0,1625,8 out of 11,Super Area,Old Mahabalipuram Road,Chennai,3,Contact Agent,Small,Low,1,0,0,0,1,0
2022-06-17,3,32500.0,1535,1 out of 2,Super Area,Karapakkam,Chennai,3,Contact Agent,Small,Low,0,0,1,0,1,0
2022-05-14,2,23000.0,850,1 out of 2,Carpet Area,Choolaimedu,Chennai,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-28,4,75000.0,3800,3 out of 10,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,4,Contact Agent,Compact,Low,0,1,0,0,1,0
2022-06-30,4,250000.0,4500,Ground out of 2,Carpet Area,Jubilee Hills,Hyderabad,4,Contact Agent,Compact,Low,0,1,0,0,0,1
2022-05-20,2,10000.0,1100,1 out of 3,Super Area,Meerpet,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-10,3,60000.0,3200,1 out of 5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,3,Contact Agent,Compact,Low,0,1,0,0,1,0
2022-05-12,2,12000.0,647,2 out of 3,Super Area,Moti Nagar,Hyderabad,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-21,3,48000.0,1798,7 out of 14,Super Area,Kondapur,Hyderabad,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-06,3,58000.0,1700,11 out of 17,Carpet Area,TNGOS Colony,Hyderabad,3,Contact Agent,Small,Low,1,0,0,0,1,0
2022-05-12,2,14000.0,930,5 out of 5,Super Area,Langar Houz,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-30,1,7000.0,150,Ground out of 2,Super Area,Musheerabad,Hyderabad,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-04-30,2,13000.0,1200,3 out of 4,Super Area,Attapur,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-11,2,11000.0,1250,2 out of 3,Super Area,poush,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-10,2,9500.0,900,3 out of 4,Super Area,Chilakalguda,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-14,1,7500.0,500,2 out of 3,Super Area,Hyderguda,Hyderabad,1,Contact Agent,Small,Low,0,1,0,0,1,0
2022-07-06,2,14000.0,900,Ground out of 2,Carpet Area,Karmanghat,Hyderabad,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-05-14,2,16000.0,1100,2 out of 5,Super Area,Hyderguda,Hyderabad,2,Contact Agent,Small,Low,1,0,0,0,0,1
2022-05-14,3,18000.0,1500,4 out of 5,Super Area,Hyderguda,Hyderabad,3,Contact Agent,Small,Low,0,1,0,0,1,0
2022-06-10,1,8200.0,500,1 out of 3,Super Area,Langar Houz,Hyderabad,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-24,3,12000.0,1300,1 out of 4,Carpet Area,"Ghatkesar, NH 2 2",Hyderabad,3,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-25,1,10000.0,300,10 out of 31,Super Area,Attapur,Hyderabad,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-16,2,13000.0,800,1 out of 3,Super Area,Jagadgiri Gutta,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-17,3,22000.0,1400,1 out of 6,Carpet Area,Aruna Colony,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-12,1,10500.0,500,Ground out of 4,Super Area,Kothapet,Hyderabad,1,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-12,2,11000.0,750,3 out of 5,Super Area,Fathenagar,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-12,3,20000.0,1200,2 out of 4,Super Area,"Abids, NH 7",Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-03,3,14000.0,1350,3 out of 4,Carpet Area,"Gayatri Hills, Jubilee Hills",Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-06,2,12500.0,1400,Ground out of 4,Super Area,Nizampet,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-22,1,10500.0,450,3 out of 5,Super Area,Madhapur,Hyderabad,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-22,3,30000.0,2061,1 out of 6,Super Area,Puppalaguda,Hyderabad,3,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-27,2,11000.0,100,2 out of 3,Super Area,Mehdipatnam,Hyderabad,2,Contact Owner,Small,Low,1,0,0,0,0,1
2022-06-26,2,9000.0,1100,2 out of 2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-28,3,35000.0,1650,5 out of 5,Carpet Area,Kondapur,Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,0,1
2022-07-05,3,23382.0,1500,1 out of 1,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-10,2,9500.0,1140,3 out of 4,Super Area,Nizampet,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-06,2,9000.0,990,Ground out of 1,Super Area,"Boduppal, NH 2 2",Hyderabad,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-05-06,3,60000.0,1700,7 out of 17,Super Area,Gachibowli,Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-22,2,11000.0,1200,2 out of 4,Super Area,Bandlaguda Jagir,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-22,2,11000.0,850,1 out of 3,Super Area,Mehdipatnam,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-22,2,11000.0,900,2 out of 3,Super Area,Musheerabad,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-12,2,8000.0,800,Ground out of 2,Super Area,Gopanapalli,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-17,2,9000.0,1000,1 out of 2,Super Area,Hydershakote,Hyderabad,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-19,2,8000.0,1020,3 out of 4,Super Area,Hydershakote,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-25,1,5500.0,300,Ground out of 3,Super Area,Ameenpur,Hyderabad,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-10,2,12000.0,1800,Ground out of 2,Super Area,"Quthbullapur, NH 7",Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-03,3,25000.0,919,8 out of 13,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-31,3,23000.0,25,5 out of 6,Carpet Area,"Sanath Nagar, NH 9",Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-16,2,12000.0,1050,1 out of 3,Super Area,Bandlaguda Jagir,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-10,2,6500.0,200,Ground out of 1,Carpet Area,Dammaiguda,Hyderabad,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-25,1,9000.0,450,1 out of 4,Super Area,Moti Nagar,Hyderabad,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-04-30,4,25000.0,1000,15 out of 20,Super Area,"Narsingi, Outer Ring Road",Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-01,3,12500.0,1250,2 out of 5,Carpet Area,Kompally,Hyderabad,2,Contact Owner,Small,Low,0,1,0,1,0,0
2022-07-06,3,45000.0,1900,9 out of 15,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,3,Contact Agent,Small,Low,0,0,1,1,0,0
2022-05-25,2,27000.0,1500,Ground out of 4,Super Area,"Banjara Hills, NH 9",Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-06,3,75000.0,2395,14 out of 17,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-05-18,2,9000.0,1800,1 out of 1,Super Area,"Basheer Bagh, Hyderabad,",Hyderabad,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-06-09,2,12000.0,700,3 out of 3,Carpet Area,BHEL,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-06,3,24000.0,1700,4 out of 5,Super Area,"Alkapur Township, Manikonda, Outer Ring Road",Hyderabad,2,Contact Agent,Small,Low,0,0,1,0,0,1
2022-05-06,2,15000.0,1200,2 out of 3,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-05,3,24000.0,1600,3 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-25,2,12000.0,745,8 out of 9,Super Area,Sainikpuri,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-26,3,27000.0,2210,4 out of 5,Super Area,"Nallagandla, Serilingampally",Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,0,1
2022-05-06,3,30000.0,1450,9 out of 13,Carpet Area,"Chandanagar, NH 9",Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-29,3,20000.0,1400,3 out of 4,Super Area,Narayanaguda,Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,0,1
2022-04-29,3,22000.0,2000,Upper Basement out of 3,Carpet Area,A 307 Blossom Heights,Hyderabad,3,Contact Owner,Small,Low,1,0,0,1,0,0
2022-06-10,4,25000.0,1815,2 out of 5,Super Area,Old Bowenpally,Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-04-30,2,23000.0,1000,Upper Basement out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-24,2,12000.0,1000,3 out of 3,Super Area,in Maruthi Nagar-Dr A.S. Rao Nagar,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-12,2,18000.0,1200,5 out of 6,Super Area,Chanda Nagar,Hyderabad,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-02,3,55000.0,2430,7 out of 9,Super Area,Gachibowli,Hyderabad,3,Contact Agent,Small,Low,0,1,0,1,0,0
2022-05-20,1,5000.0,140,2 out of 3,Super Area,Malkajgiri,Hyderabad,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-05,2,13000.0,1200,2 out of 5,Super Area,Nacharam,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-20,2,9000.0,1100,2 out of 4,Super Area,"Boduppal, NH 2 2",Hyderabad,3,Contact Owner,Small,Low,0,0,1,0,1,0
2022-06-04,2,7000.0,800,1 out of 3,Carpet Area,"Buddha Nagar Colony, Boduppal",Hyderabad,2,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-02,3,28000.0,1500,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-14,2,15000.0,1200,2 out of 5,Super Area,Amberpet,Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-28,3,14000.0,1350,2 out of 5,Super Area,KTR Colony,Hyderabad,3,Contact Owner,Small,Low,0,1,0,0,1,0
2022-05-23,5,45000.0,2300,3 out of 5,Carpet Area,Narayanguda,Hyderabad,3,Contact Owner,Small,Low,0,0,1,1,0,0
2022-06-22,1,12000.0,1300,2 out of 4,Super Area,Alwal,Hyderabad,2,Contact Owner,Small,Low,1,0,0,0,1,0
2022-05-12,2,12500.0,1000,3 out of 4,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,2,Contact Owner,Small,Low,0,1,0,0,1,0
2022-06-04,2,13000.0,1210,4 out of 5,Super Area,Nizampet,Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-16,2,9500.0,1050,2 out of 3,Super Area,"Bollaram, Outer Ring Road",Hyderabad,2,Contact Owner,Small,Low,0,0,1,0,1,0
2022-07-10,3,35000.0,1600,8 out of 10,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,3,Contact Agent,Small,Low,0,1,0,0,0,1
2022-04-30,1,4000.0,300,3 out of 3,Super Area,in Syed Ali Guda,Hyderabad,1,Contact Owner,Small,Low,0,0,1,0,1,0
2022-05-12,1,8000.0,300,4 out of 4,Super Area,"Mallepally, NH 7",Hyderabad,1,Contact Owner,Small,Low,0,1,0,0,1,0
2022-07-08,2,12500.0,1010,5 out of 5,Carpet Area,ECIL,Hyderabad,2,Contact Owner,Small,Low,0,0,1,1,0,0
